# Run started: 2026-06-02 14:40:58.647994
# 
# STD_NS	NF_NS	TRAIN	GENER
9.007887999999999451e+00 0.000000000000000000e+00 2.524768990000000031e+02 7.434091999999999700e+00
8.835107000000000710e+00 2.442296199999999828e+01 2.503226840000000095e+02 3.807193000000000183e+01
8.870449000000000694e+00 2.455763699999999972e+01 2.673636000000000195e+02 1.311608699999999885e+02
8.885270000000000223e+00 2.429502700000000104e+01 2.669319719999999734e+02 2.144729979999999898e+02
8.823926000000000158e+00 2.427995999999999910e+01 2.683336340000000177e+02 3.066751790000000142e+02
8.886227999999999128e+00 2.426023400000000052e+01 2.674829090000000065e+02 4.208691509999999880e+02
8.907849000000000572e+00 2.440112699999999890e+01 2.676262889999999857e+02 5.601228449999999839e+02
8.885661000000000698e+00 2.433460600000000085e+01 2.681025530000000003e+02 7.092006720000000541e+02
8.882742000000000360e+00 2.446995899999999935e+01 2.684509649999999965e+02 8.353686999999999898e+02
8.844633999999999219e+00 2.450692099999999840e+01 2.684168490000000133e+02 9.130739370000000008e+02
8.819812000000000651e+00 2.447307500000000147e+01 2.674145790000000034e+02 9.841602940000000217e+02
8.870509000000000199e+00 2.435105499999999878e+01 2.645138660000000073e+02 1.173623884999999973e+03
8.893959999999999866e+00 2.431651799999999852e+01 2.651739440000000059e+02 1.073874223000000029e+03
8.829639999999999489e+00 2.436419499999999871e+01 2.653055469999999900e+02 9.874224380000000565e+02
8.864390999999999465e+00 2.426618099999999956e+01 2.663547140000000013e+02 9.972752369999999473e+02
8.849209000000000103e+00 2.438076799999999977e+01 2.662986339999999927e+02 8.868802709999999934e+02
8.868510999999999811e+00 2.424973900000000171e+01 2.666885780000000068e+02 9.075548939999999902e+02
8.823022999999999172e+00 2.440426799999999830e+01 2.667661019999999894e+02 9.326665369999999484e+02
8.860666000000000153e+00 2.444084499999999949e+01 2.662784480000000258e+02 8.963702379999999721e+02
8.821910000000000807e+00 2.417347900000000038e+01 2.645776710000000094e+02 1.274416154000000006e+03
8.837612999999999275e+00 2.424974699999999928e+01 2.651612529999999879e+02 1.065245265000000018e+03
8.846083000000000141e+00 2.419347700000000145e+01 2.647094920000000116e+02 1.437958311000000094e+03
8.818412999999999613e+00 2.411316300000000012e+01 2.647603439999999750e+02 1.230741193999999950e+03
8.888954999999999274e+00 2.443441299999999927e+01 2.686879369999999767e+02 1.223959650000000011e+03
8.913593999999999795e+00 2.422252399999999994e+01 2.671716759999999908e+02 1.204871609000000035e+03
8.887828000000000728e+00 2.415558000000000050e+01 2.657117069999999899e+02 1.233883368000000019e+03
8.837427999999999173e+00 2.419912000000000063e+01 2.647933820000000082e+02 1.666876753000000008e+03
8.898618000000000805e+00 2.416041099999999986e+01 2.681044150000000172e+02 1.286385819999999967e+03
8.816423000000000343e+00 2.434934099999999901e+01 2.646794760000000224e+02 1.198498184000000037e+03
8.806703000000000614e+00 2.427307899999999918e+01 2.657747650000000021e+02 1.251614839000000075e+03
8.973648999999999987e+00 3.563638499999999709e+01 2.729293930000000046e+02 1.015187703000000056e+03
9.018902999999999892e+00 3.473948200000000242e+01 2.757376859999999965e+02 8.246080009999999447e+02
9.080064999999999387e+00 3.139419699999999835e+01 2.759845030000000179e+02 8.281596960000000536e+02
9.026229000000000724e+00 3.714694300000000027e+01 2.756171919999999886e+02 5.665721650000000409e+02
9.078661000000000314e+00 3.450431400000000082e+01 2.744239650000000097e+02 4.664304809999999861e+02
8.966333999999999804e+00 2.655692099999999911e+01 2.749107280000000060e+02 4.236921239999999784e+02
8.924089999999999634e+00 2.488926400000000072e+01 2.731333500000000072e+02 3.723240930000000048e+02
8.950044999999999362e+00 2.489525499999999880e+01 2.749009629999999902e+02 2.418654830000000118e+02
8.948297999999999419e+00 2.497349099999999922e+01 2.738386199999999917e+02 3.100808119999999803e+02
8.881209000000000131e+00 2.481496200000000130e+01 2.751176019999999767e+02 2.629454939999999965e+02
8.841392000000000806e+00 2.452079600000000070e+01 2.762265869999999950e+02 2.256009239999999920e+02
8.909841999999999373e+00 2.451240699999999961e+01 2.759905729999999835e+02 2.161305289999999957e+02
8.892205000000000581e+00 2.457493699999999848e+01 2.743836959999999863e+02 2.967141599999999926e+02
8.776559000000000665e+00 2.410364399999999918e+01 2.616190429999999765e+02 2.919046779999999899e+02
8.787100000000000577e+00 2.410696099999999831e+01 2.629256740000000150e+02 2.086399130000000071e+02
# Run ended: 2026-06-03 03:47:44.518073
# Elapsed time: 13:06:45.870079
