# epoch	step	nll	ecut	ecut_viol	grad_norm	val_nll	val_ecut	val_ecut_viol	val_ress_zx	LR
1	27	-9.66942024230957	0.0	0.0	29.20281219482422	-9.756486892700195	207.26536560058594	197.80972290039062	0.0410715714097023	9.986158796046841e-05
2	54	-9.837379455566406	0.0	0.0	26.37301254272461	-9.767176628112793	194.67552185058594	185.02194213867188	0.04145926982164383	9.944712589814385e-05
3	81	-9.843582153320312	0.0	0.0	25.990962982177734	-9.875715255737305	185.38504028320312	175.66233825683594	0.04392066225409508	9.875893165300026e-05
4	108	-9.88283634185791	0.0	0.0	64.3119125366211	-9.879732131958008	195.756103515625	186.177490234375	0.05633969232439995	9.780085388641395e-05
5	135	-9.758108139038086	0.0	0.0	37.93299102783203	-9.877222061157227	190.82736206054688	181.20419311523438	0.0778302401304245	9.65782505578881e-05
6	162	-9.973297119140625	0.0	0.0	39.36880111694336	-9.938162803649902	183.7291259765625	173.89047241210938	0.040738895535469055	9.509795896116972e-05
7	189	-9.831578254699707	0.0	0.0	32.867942810058594	-9.959814071655273	189.09939575195312	179.44970703125	0.0456371009349823	9.336825748732971e-05
8	216	-9.920860290527344	0.0	0.0	33.44842529296875	-9.932022094726562	184.654296875	174.86468505859375	0.06370801478624344	9.139881932864174e-05
9	243	-9.710156440734863	0.0	0.0	31.516820907592773	-9.776293754577637	193.57269287109375	183.98277282714844	0.043614279478788376	8.920065838216747e-05
10	270	-9.835084915161133	0.0	0.0	26.997028350830078	-9.725625991821289	188.44509887695312	178.7835693359375	0.028413571417331696	8.678606765557639e-05
11	297	-9.704909324645996	0.0	0.0	54.04747009277344	-9.725319862365723	192.74087524414062	183.11338806152344	0.05854058265686035	8.416855051966051e-05
12	324	-9.747626304626465	0.0	0.0	60.99729537963867	-9.747079849243164	194.12615966796875	184.51278686523438	0.04087257385253906	8.136274519200731e-05
13	351	-9.935811996459961	0.0	0.0	25.675186157226562	-9.918546676635742	177.46188354492188	167.67437744140625	0.05306735634803772	7.83843428741493e-05
14	378	-9.98597526550293	0.0	0.0	32.43217468261719	-9.983381271362305	181.417236328125	171.7118377685547	0.06164601445198059	7.525000000000001e-05
15	405	-10.052556991577148	0.0	0.0	132.6659698486328	-9.955977439880371	175.0714569091797	165.13690185546875	0.051068246364593506	7.197724508631914e-05
16	432	-9.84504222869873	0.0	0.0	37.32367706298828	-9.82253646850586	173.47894287109375	163.54653930664062	0.0323709212243557	6.858438070613657e-05
17	459	-10.001834869384766	0.0	0.0	43.34601974487305	-9.988197326660156	176.0421142578125	166.28369140625	0.02009238302707672	6.509038113333976e-05
18	486	-10.147165298461914	0.0	0.0	57.26423263549805	-10.048355102539062	172.1545867919922	162.31936645507812	0.03233601152896881	6.151478623083758e-05
19	513	-9.965985298156738	0.0	0.0	91.33309173583984	-9.95042610168457	168.24887084960938	158.3362274169922	0.0513024777173996	5.787759217572066e-05
20	540	-9.973031997680664	0.0	0.0	59.672386169433594	-9.920055389404297	173.17068481445312	163.28585815429688	0.06404507160186768	5.419913963252802e-05
21	567	-10.119176864624023	0.0	0.0	238.5198516845703	-10.074277877807617	163.24224853515625	153.32281494140625	0.061972737312316895	5.0500000000000015e-05
22	594	-10.168099403381348	0.0	0.0	50.38674545288086	-10.21099853515625	162.73291015625	152.7886199951172	0.055418711155653	4.680086036747202e-05
23	621	-10.198046684265137	0.0	0.0	34.79820251464844	-10.146465301513672	154.42428588867188	144.3167724609375	0.067482128739357	4.3122407824279384e-05
24	648	-10.141012191772461	0.0	0.0	53.59452819824219	-10.159646987915039	156.67562866210938	146.64060974121094	0.02667679451406002	3.948521376916245e-05
25	675	-10.091876983642578	0.0	0.0	54.50519561767578	-10.12949275970459	163.30941772460938	153.29928588867188	0.09445574879646301	3.590961886666025e-05
26	702	-10.209392547607422	0.0	0.0	35.998775482177734	-10.241541862487793	150.51382446289062	140.3922576904297	0.08453323692083359	3.241561929386345e-05
27	729	-10.319473266601562	0.0	0.0	50.93600845336914	-10.264097213745117	151.69761657714844	141.5928955078125	0.08744584769010544	2.9022754913680884e-05
28	756	-10.380590438842773	0.0	0.0	56.33320999145508	-10.329054832458496	149.46412658691406	139.3398895263672	0.10275336354970932	2.575000000000002e-05
29	783	-10.382308006286621	0.0	0.0	28.261354446411133	-10.33892822265625	144.4698028564453	134.30258178710938	0.09524690359830856	2.2615657125850715e-05
30	810	-10.32295036315918	0.0	0.0	50.775306701660156	-10.347006797790527	145.3077392578125	135.12420654296875	0.06129541993141174	1.9637254807992697e-05
31	837	-10.329874038696289	0.0	0.0	58.50862121582031	-10.384620666503906	145.1714324951172	135.03085327148438	0.10432469844818115	1.68314494803395e-05
32	864	-10.395896911621094	0.0	0.0	52.108848571777344	-10.397147178649902	142.4005126953125	132.189208984375	0.07223470509052277	1.4213932344423597e-05
33	891	-10.345024108886719	0.0	0.0	37.3282470703125	-10.412699699401855	142.763671875	132.6033477783203	0.07151453197002411	1.1799341617832526e-05
34	918	-10.430987358093262	0.0	0.0	87.58609771728516	-10.426639556884766	145.11013793945312	134.96189880371094	0.08718538284301758	9.601180671358249e-06
35	945	-10.476673126220703	0.0	0.0	30.874719619750977	-10.43939208984375	140.46951293945312	130.2339324951172	0.10972122848033905	7.631742512670296e-06
36	972	-10.433109283447266	0.0	0.0	26.307416915893555	-10.44033432006836	142.01939392089844	131.80029296875	0.06780802458524704	5.902041038830259e-06
37	999	-10.47956371307373	0.0	0.0	21.361352920532227	-10.455490112304688	140.45266723632812	130.24166870117188	0.10166921466588974	4.421749442111885e-06
38	1026	-10.593603134155273	0.0	0.0	58.39634704589844	-10.45844554901123	140.22642517089844	130.06594848632812	0.0751151591539383	3.199146113586043e-06
39	1053	-10.533574104309082	0.0	0.0	66.94237518310547	-10.459028244018555	139.49610900878906	129.3236083984375	0.07598334550857544	2.2410683469997316e-06
40	1080	-10.414588928222656	0.0	0.0	38.657073974609375	-10.467728614807129	137.8219451904297	127.61370849609375	0.08290569484233856	1.5528741018561385e-06
41	1107	-10.414569854736328	0.0	0.0	34.793487548828125	-10.472837448120117	136.86962890625	126.66158294677734	0.08779632300138474	1.1384120395315836e-06
42	1134	-10.471263885498047	0.0	0.0	38.434600830078125	-10.475092887878418	137.6359100341797	127.43827819824219	0.08536254614591599	1e-06
# Best epoch: 35
