# epoch	step	nll	ecut	ecut_viol	grad_norm	val_nll	val_ecut	val_ecut_viol	val_ress_zx	LR
1	27	-42.51500701904297	0.0	0.0	77.83135986328125	-42.44154357910156	91.9154281616211	49.270835876464844	0.19805920124053955	9.986158796046841e-05
2	54	-42.539649963378906	0.0	0.0	133.79759216308594	-42.5899772644043	91.96724700927734	49.04065704345703	0.2515905797481537	9.944712589814385e-05
3	81	-42.730125427246094	0.0	0.0	91.93362426757812	-42.71685791015625	86.33380126953125	43.4476318359375	0.24503695964813232	9.875893165300026e-05
4	108	-42.79256820678711	0.0	0.0	69.00318908691406	-42.67430114746094	86.32173919677734	43.41838836669922	0.24570171535015106	9.780085388641395e-05
5	135	-42.743072509765625	0.0	0.0	85.6480941772461	-42.72154998779297	85.11251068115234	42.15080261230469	0.2382948398590088	9.65782505578881e-05
6	162	-42.62834548950195	0.0	0.0	79.63360595703125	-42.62969970703125	87.86971282958984	45.01078796386719	0.22399351000785828	9.509795896116972e-05
7	189	-42.66358184814453	0.0	0.0	129.45452880859375	-42.66383743286133	92.22408294677734	49.430084228515625	0.2873497009277344	9.336825748732971e-05
8	216	-42.57365036010742	0.0	0.0	170.47193908691406	-42.63627624511719	88.62181091308594	45.794105529785156	0.17694352567195892	9.139881932864174e-05
9	243	-42.57689666748047	0.0	0.0	121.52159118652344	-42.61159896850586	90.39913177490234	47.640159606933594	0.22259609401226044	8.920065838216747e-05
10	270	-42.702842712402344	0.0	0.0	122.94464111328125	-42.65890884399414	89.88325500488281	46.920684814453125	0.26697903871536255	8.678606765557639e-05
11	297	-42.659828186035156	0.0	0.0	154.12905883789062	-42.62496566772461	86.35400390625	43.420501708984375	0.13703040778636932	8.416855051966051e-05
12	324	-42.80828094482422	0.0	0.0	68.51970672607422	-42.6925048828125	84.47216796875	41.569480895996094	0.267497718334198	8.136274519200731e-05
13	351	-42.651058197021484	0.0	0.0	102.06249237060547	-42.61112976074219	84.28804779052734	41.573822021484375	0.2251492589712143	7.83843428741493e-05
14	378	-42.80039596557617	0.0	0.0	98.39261627197266	-42.775875091552734	87.23714447021484	44.32025909423828	0.26959291100502014	7.525000000000001e-05
15	405	-42.78889465332031	0.0	0.0	77.89215087890625	-42.69224166870117	89.48001098632812	46.71575927734375	0.2742604613304138	7.197724508631914e-05
16	432	-42.85503387451172	0.0	0.0	56.28879165649414	-42.757713317871094	84.56010437011719	41.59337615966797	0.29555878043174744	6.858438070613657e-05
17	459	-42.7657585144043	0.0	0.0	120.99153137207031	-42.761314392089844	88.14581298828125	45.15618896484375	0.2609616219997406	6.509038113333976e-05
18	486	-42.88329315185547	0.0	0.0	56.88339614868164	-42.86837387084961	85.54579162597656	42.471031188964844	0.2733326256275177	6.151478623083758e-05
19	513	-42.87348556518555	0.0	0.0	108.06934356689453	-42.83586120605469	85.0373764038086	41.93161392211914	0.3129813075065613	5.787759217572066e-05
20	540	-42.84801483154297	0.0	0.0	87.60824584960938	-42.859676361083984	83.98467254638672	40.96385192871094	0.38120031356811523	5.419913963252802e-05
21	567	-42.89133834838867	0.0	0.0	104.19329071044922	-42.902008056640625	85.32972717285156	42.173545837402344	0.3749736249446869	5.0500000000000015e-05
22	594	-42.957061767578125	0.0	0.0	79.64936828613281	-42.887603759765625	83.65364074707031	40.496559143066406	0.4094089865684509	4.680086036747202e-05
23	621	-42.86606979370117	0.0	0.0	76.31275177001953	-42.87519454956055	84.9963150024414	41.903228759765625	0.373732328414917	4.3122407824279384e-05
24	648	-42.967018127441406	0.0	0.0	59.492244720458984	-42.93273162841797	83.73046875	40.572200775146484	0.3644920289516449	3.948521376916245e-05
25	675	-43.0074462890625	0.0	0.0	56.56667709350586	-42.98374557495117	85.0152587890625	41.86615753173828	0.4451376795768738	3.590961886666025e-05
26	702	-42.918087005615234	0.0	0.0	118.61846160888672	-42.93288803100586	83.97652435302734	40.8626708984375	0.3711152970790863	3.241561929386345e-05
27	729	-42.97881317138672	0.0	0.0	81.23916625976562	-42.97747039794922	82.42235565185547	39.31524658203125	0.44586002826690674	2.9022754913680884e-05
28	756	-42.98423767089844	0.0	0.0	71.7557601928711	-42.985015869140625	81.2930908203125	38.09471893310547	0.41659849882125854	2.575000000000002e-05
29	783	-43.00466537475586	0.0	0.0	67.16578674316406	-42.996124267578125	80.41215515136719	37.18470764160156	0.3707517087459564	2.2615657125850715e-05
30	810	-43.01380157470703	0.0	0.0	91.33570861816406	-42.99651336669922	82.80712890625	39.52960968017578	0.32200175523757935	1.9637254807992697e-05
31	837	-43.057350158691406	0.0	0.0	56.51094436645508	-43.034149169921875	78.88082885742188	35.606109619140625	0.3805454671382904	1.68314494803395e-05
32	864	-43.04316711425781	0.0	0.0	51.353702545166016	-43.03208923339844	81.58929443359375	38.38962936401367	0.4083988070487976	1.4213932344423597e-05
33	891	-43.07627487182617	0.0	0.0	49.18703842163086	-43.05365753173828	79.3785400390625	36.151268005371094	0.4543689489364624	1.1799341617832526e-05
34	918	-43.04438018798828	0.0	0.0	91.59574127197266	-43.04526901245117	79.51785278320312	36.26799011230469	0.2424403876066208	9.601180671358249e-06
35	945	-43.09872055053711	0.0	0.0	44.60491943359375	-43.064598083496094	78.74291229248047	35.44737243652344	0.4097653329372406	7.631742512670296e-06
36	972	-43.07677459716797	0.0	0.0	64.655029296875	-43.05451583862305	79.33184051513672	36.07183837890625	0.3925940990447998	5.902041038830259e-06
37	999	-43.0823974609375	0.0	0.0	47.16560363769531	-43.06854248046875	78.89225769042969	35.614131927490234	0.43687736988067627	4.421749442111885e-06
38	1026	-43.09212875366211	0.0	0.0	37.7475700378418	-43.07679748535156	79.2998046875	36.01795959472656	0.4650357961654663	3.199146113586043e-06
39	1053	-43.120506286621094	0.0	0.0	36.86027908325195	-43.085750579833984	80.16594696044922	36.87379455566406	0.394698828458786	2.2410683469997316e-06
40	1080	-43.11492156982422	0.0	0.0	49.80315399169922	-43.08653259277344	79.04293823242188	35.744598388671875	0.48493215441703796	1.5528741018561385e-06
41	1107	-43.086883544921875	0.0	0.0	32.627113342285156	-43.09403610229492	79.0543212890625	35.761226654052734	0.42620277404785156	1.1384120395315836e-06
42	1134	-43.102638244628906	0.0	0.0	37.03525161743164	-43.09221649169922	79.10123443603516	35.781402587890625	0.47851765155792236	1e-06
# Best epoch: 40
