# epoch	step	nll	ecut	ecut_viol	grad_norm	val_nll	val_ecut	val_ecut_viol	val_ress_zx	LR
1	27	-14.780294418334961	0.0	0.0	81.9921875	-14.852439880371094	74.59880065917969	59.83414840698242	0.04986564442515373	9.986158796046841e-05
2	54	-14.890009880065918	0.0	0.0	75.37867736816406	-14.880859375	75.7569808959961	61.006744384765625	0.06302394717931747	9.944712589814385e-05
3	81	-14.8767728805542	0.0	0.0	71.4244613647461	-15.053817749023438	69.84661102294922	54.957733154296875	0.09030455350875854	9.875893165300026e-05
4	108	-14.595511436462402	0.0	0.0	99.21154022216797	-14.786086082458496	80.92047119140625	66.15327453613281	0.08256173133850098	9.780085388641395e-05
5	135	-15.07819938659668	0.0	0.0	115.49083709716797	-15.022753715515137	74.33853912353516	59.568817138671875	0.07838762551546097	9.65782505578881e-05
6	162	-14.997154235839844	0.0	0.0	61.38125228881836	-15.000068664550781	72.07796478271484	57.282066345214844	0.10658182948827744	9.509795896116972e-05
7	189	-15.022380828857422	0.0	0.0	33.772640228271484	-15.10315990447998	70.75414276123047	55.846229553222656	0.07879885286092758	9.336825748732971e-05
8	216	-15.066255569458008	0.0	0.0	51.51898193359375	-15.134016990661621	69.6593246459961	54.742431640625	0.10413314402103424	9.139881932864174e-05
9	243	-15.114118576049805	0.0	0.0	34.64859390258789	-15.053121566772461	69.8949203491211	54.91299057006836	0.0814264789223671	8.920065838216747e-05
10	270	-15.007311820983887	0.0	0.0	57.34385681152344	-14.925490379333496	74.85186767578125	59.945823669433594	0.08085764944553375	8.678606765557639e-05
11	297	-14.984825134277344	0.0	0.0	93.76113891601562	-15.067160606384277	71.62474060058594	56.59136199951172	0.06874300539493561	8.416855051966051e-05
12	324	-15.03491497039795	0.0	0.0	166.05638122558594	-15.135904312133789	69.33082580566406	54.25963592529297	0.1157861053943634	8.136274519200731e-05
13	351	-14.879804611206055	0.0	0.0	53.79391860961914	-15.112113952636719	73.9619140625	58.951873779296875	0.09500139951705933	7.83843428741493e-05
14	378	-14.996576309204102	0.0	0.0	40.73584747314453	-15.02784252166748	74.3998031616211	59.393577575683594	0.08012516796588898	7.525000000000001e-05
15	405	-14.960848808288574	0.0	0.0	37.80428695678711	-15.044782638549805	69.75679779052734	54.77745819091797	0.09416794776916504	7.197724508631914e-05
16	432	-14.956071853637695	0.0	0.0	91.35692596435547	-14.996725082397461	79.60082244873047	64.77168273925781	0.06502953171730042	6.858438070613657e-05
17	459	-15.19138240814209	0.0	0.0	49.63847732543945	-15.100608825683594	72.3714599609375	57.366539001464844	0.09425114095211029	6.509038113333976e-05
18	486	-15.104524612426758	0.0	0.0	152.3523406982422	-15.179069519042969	71.39753723144531	56.3221549987793	0.061002664268016815	6.151478623083758e-05
19	513	-15.154261589050293	0.0	0.0	39.74375534057617	-15.194476127624512	68.64710998535156	53.5289306640625	0.1184510886669159	5.787759217572066e-05
20	540	-14.785658836364746	0.0	0.0	123.86000061035156	-14.938203811645508	73.44347381591797	58.35620880126953	0.04400018975138664	5.419913963252802e-05
21	567	-14.991464614868164	0.0	0.0	234.03993225097656	-15.012728691101074	75.08391571044922	60.10905456542969	0.07098062336444855	5.0500000000000015e-05
22	594	-15.256500244140625	0.0	0.0	71.61775207519531	-15.194173812866211	69.44322204589844	54.464866638183594	0.055799614638090134	4.680086036747202e-05
23	621	-15.215853691101074	0.0	0.0	100.53487396240234	-15.3023099899292	67.86703491210938	52.71480941772461	0.10960108041763306	4.3122407824279384e-05
24	648	-15.341352462768555	0.0	0.0	44.37148666381836	-15.373237609863281	68.44430541992188	53.274566650390625	0.045456476509571075	3.948521376916245e-05
25	675	-15.299494743347168	0.0	0.0	34.27902603149414	-15.391633987426758	65.55567932128906	50.35099411010742	0.09250029176473618	3.590961886666025e-05
26	702	-15.425174713134766	0.0	0.0	125.23497772216797	-15.408495903015137	65.53993225097656	50.275936126708984	0.075282983481884	3.241561929386345e-05
27	729	-15.297758102416992	0.0	0.0	63.36231994628906	-15.393325805664062	64.72531127929688	49.5119743347168	0.11669506132602692	2.9022754913680884e-05
28	756	-15.425104141235352	0.0	0.0	31.154788970947266	-15.364316940307617	63.46351623535156	48.220481872558594	0.10957720875740051	2.575000000000002e-05
29	783	-15.43320369720459	0.0	0.0	33.99237060546875	-15.458868980407715	60.92877960205078	45.712158203125	0.11925506591796875	2.2615657125850715e-05
30	810	-15.472482681274414	0.0	0.0	128.0814666748047	-15.407626152038574	62.12437057495117	46.80717086791992	0.08559280633926392	1.9637254807992697e-05
31	837	-15.359698295593262	0.0	0.0	149.53463745117188	-15.460769653320312	61.331268310546875	46.046531677246094	0.11586469411849976	1.68314494803395e-05
32	864	-15.46790885925293	0.0	0.0	57.87692642211914	-15.421221733093262	60.69029998779297	45.326011657714844	0.0561087541282177	1.4213932344423597e-05
33	891	-15.40851879119873	0.0	0.0	35.752952575683594	-15.469996452331543	61.151485443115234	45.80115509033203	0.06652304530143738	1.1799341617832526e-05
34	918	-15.39694881439209	0.0	0.0	40.64475631713867	-15.507749557495117	60.61476135253906	45.254085540771484	0.11496393382549286	9.601180671358249e-06
35	945	-15.489297866821289	0.0	0.0	37.99067306518555	-15.495460510253906	60.24736022949219	44.867401123046875	0.11562480032444	7.631742512670296e-06
36	972	-15.521949768066406	0.0	0.0	22.130077362060547	-15.534388542175293	60.22138214111328	44.86808395385742	0.1031617745757103	5.902041038830259e-06
37	999	-15.524271965026855	0.0	0.0	30.487064361572266	-15.545863151550293	60.21145248413086	44.82708740234375	0.09082344174385071	4.421749442111885e-06
38	1026	-15.477252960205078	0.0	0.0	47.735233306884766	-15.533609390258789	60.031524658203125	44.66858673095703	0.06957213580608368	3.199146113586043e-06
39	1053	-15.520912170410156	0.0	0.0	58.70807647705078	-15.543601036071777	60.746395111083984	45.37447738647461	0.0715194046497345	2.2410683469997316e-06
40	1080	-15.537778854370117	0.0	0.0	41.54081726074219	-15.540900230407715	60.568023681640625	45.19327926635742	0.07755985110998154	1.5528741018561385e-06
