# epoch	step	nll	ecut	ecut_viol	grad_norm	val_nll	val_ecut	val_ecut_viol	val_ress_zx	LR
1	27	-31.312271118164062	0.0	0.0	70.76781463623047	-31.460739135742188	272.72845458984375	242.41268920898438	0.05976816266775131	9.986158796046841e-05
2	54	-31.917827606201172	0.0	0.0	61.105224609375	-31.945180892944336	265.82000732421875	234.3937225341797	0.07656438648700714	9.944712589814385e-05
3	81	-32.05109786987305	0.0	0.0	73.49917602539062	-32.12548065185547	255.78414916992188	223.84915161132812	0.07837080955505371	9.875893165300026e-05
4	108	-32.10029602050781	0.0	0.0	48.07741928100586	-32.04058837890625	259.1258850097656	227.12704467773438	0.08347265422344208	9.780085388641395e-05
5	135	-32.08601379394531	0.0	0.0	58.15336227416992	-32.13909912109375	263.6584167480469	231.65673828125	0.1002277359366417	9.65782505578881e-05
6	162	-32.104644775390625	0.0	0.0	57.72657012939453	-32.173667907714844	262.49395751953125	230.4021453857422	0.0817238986492157	9.509795896116972e-05
7	189	-32.014892578125	0.0	0.0	71.94170379638672	-32.037200927734375	265.4132385253906	233.4679412841797	0.0778726190328598	9.336825748732971e-05
8	216	-32.25345993041992	0.0	0.0	61.14059066772461	-32.28679656982422	266.7560729980469	234.4481201171875	0.08628146350383759	9.139881932864174e-05
9	243	-31.970169067382812	0.0	0.0	67.0661392211914	-31.862295150756836	261.3304443359375	228.9954071044922	0.03247637301683426	8.920065838216747e-05
10	270	-32.10975646972656	0.0	0.0	79.9843521118164	-32.14616012573242	268.7655029296875	236.71453857421875	0.08110278844833374	8.678606765557639e-05
11	297	-32.28649139404297	0.0	0.0	55.76341247558594	-32.291587829589844	264.77728271484375	232.2471160888672	0.12091150134801865	8.416855051966051e-05
12	324	-32.237937927246094	0.0	0.0	65.40604400634766	-32.33082580566406	262.6856689453125	230.19993591308594	0.06786941736936569	8.136274519200731e-05
13	351	-32.237239837646484	0.0	0.0	61.25190734863281	-32.20936965942383	263.60089111328125	231.235595703125	0.10104887187480927	7.83843428741493e-05
14	378	-32.393890380859375	0.0	0.0	43.61652755737305	-32.41572189331055	263.0274353027344	230.57485961914062	0.1271074116230011	7.525000000000001e-05
15	405	-32.1297721862793	0.0	0.0	62.391517639160156	-32.18266296386719	261.8740539550781	229.35165405273438	0.08206899464130402	7.197724508631914e-05
16	432	-32.31626510620117	0.0	0.0	65.9085922241211	-32.32853317260742	263.562744140625	230.7288055419922	0.06719380617141724	6.858438070613657e-05
17	459	-32.275535583496094	0.0	0.0	57.44615936279297	-32.34759521484375	263.47857666015625	230.80581665039062	0.10338019579648972	6.509038113333976e-05
18	486	-32.44103240966797	0.0	0.0	43.84469985961914	-32.44636154174805	262.6061706542969	229.9973602294922	0.14279621839523315	6.151478623083758e-05
19	513	-32.34053039550781	0.0	0.0	80.80525207519531	-32.50345993041992	263.6527099609375	230.779296875	0.1210477203130722	5.787759217572066e-05
20	540	-32.46811294555664	0.0	0.0	37.90735626220703	-32.518943786621094	262.61663818359375	229.85745239257812	0.1442996710538864	5.419913963252802e-05
21	567	-32.43028259277344	0.0	0.0	70.555908203125	-32.51837158203125	257.8114318847656	224.86016845703125	0.11072713136672974	5.0500000000000015e-05
22	594	-32.448097229003906	0.0	0.0	49.02980041503906	-32.45579147338867	253.91769409179688	220.91769409179688	0.12891851365566254	4.680086036747202e-05
23	621	-32.43829345703125	0.0	0.0	61.01790237426758	-32.51490020751953	255.14584350585938	222.15631103515625	0.13661323487758636	4.3122407824279384e-05
24	648	-32.54582977294922	0.0	0.0	38.144012451171875	-32.535736083984375	256.71844482421875	223.8102264404297	0.15156644582748413	3.948521376916245e-05
25	675	-32.53936767578125	0.0	0.0	40.11094665527344	-32.5746955871582	256.22235107421875	223.13711547851562	0.17018339037895203	3.590961886666025e-05
26	702	-32.583492279052734	0.0	0.0	39.108184814453125	-32.55024337768555	256.710693359375	223.72019958496094	0.16323229670524597	3.241561929386345e-05
27	729	-32.59626770019531	0.0	0.0	56.14157485961914	-32.62562561035156	253.8758544921875	220.77610778808594	0.16294294595718384	2.9022754913680884e-05
28	756	-32.61545944213867	0.0	0.0	39.891910552978516	-32.65638732910156	252.43869018554688	219.29425048828125	0.1659974306821823	2.575000000000002e-05
29	783	-32.58348083496094	0.0	0.0	54.275367736816406	-32.632476806640625	252.18927001953125	219.0537109375	0.15765954554080963	2.2615657125850715e-05
30	810	-32.69706726074219	0.0	0.0	31.05948829650879	-32.70457458496094	250.70504760742188	217.39215087890625	0.16882841289043427	1.9637254807992697e-05
31	837	-32.640865325927734	0.0	0.0	35.648223876953125	-32.70344161987305	254.60745239257812	221.397216796875	0.160692036151886	1.68314494803395e-05
32	864	-32.67357635498047	0.0	0.0	36.09978485107422	-32.70072555541992	253.70355224609375	220.5196533203125	0.17388427257537842	1.4213932344423597e-05
33	891	-32.748146057128906	0.0	0.0	40.07086181640625	-32.71342468261719	250.41278076171875	217.1312713623047	0.16395145654678345	1.1799341617832526e-05
34	918	-32.722015380859375	0.0	0.0	42.76924133300781	-32.7338981628418	251.89852905273438	218.54849243164062	0.16310876607894897	9.601180671358249e-06
35	945	-32.75323486328125	0.0	0.0	38.04454803466797	-32.74356460571289	251.674072265625	218.30271911621094	0.20587913691997528	7.631742512670296e-06
36	972	-32.69541549682617	0.0	0.0	29.279020309448242	-32.763954162597656	253.67044067382812	220.27734375	0.18707017600536346	5.902041038830259e-06
37	999	-32.760135650634766	0.0	0.0	34.35263442993164	-32.780216217041016	251.56895446777344	218.171142578125	0.2188740372657776	4.421749442111885e-06
38	1026	-32.75928497314453	0.0	0.0	36.11914825439453	-32.79423522949219	248.9086151123047	215.53366088867188	0.20148921012878418	3.199146113586043e-06
39	1053	-32.79751205444336	0.0	0.0	24.671085357666016	-32.802345275878906	250.499267578125	217.09593200683594	0.1927332580089569	2.2410683469997316e-06
40	1080	-32.71143341064453	0.0	0.0	28.822635650634766	-32.79964065551758	250.71409606933594	217.316162109375	0.2080964297056198	1.5528741018561385e-06
41	1107	-32.800994873046875	0.0	0.0	26.683218002319336	-32.803260803222656	251.99462890625	218.577392578125	0.21475744247436523	1.1384120395315836e-06
42	1134	-32.74375915527344	0.0	0.0	26.581483840942383	-32.81340789794922	251.3922576904297	217.9817352294922	0.20609788596630096	1e-06
# Best epoch: 37
