# epoch	step	nll	ecut	ecut_viol	grad_norm	val_nll	val_ecut	val_ecut_viol	val_ress_zx	LR
1	27	-4.888303756713867	0.0	0.0	17.482860565185547	-4.889204978942871	601.5075073242188	597.063232421875	0.008260104805231094	9.932488451843476e-05
2	54	-4.921154022216797	0.0	0.0	17.835596084594727	-5.052770614624023	586.704833984375	582.1311645507812	0.006843214388936758	9.73179534641814e-05
3	81	-5.080837249755859	0.0	0.0	19.587800979614258	-5.027791976928711	566.0042724609375	561.2619018554688	0.009544312953948975	9.40339506847212e-05
4	108	-5.151195049285889	0.0	0.0	17.953256607055664	-5.208200454711914	550.7828369140625	545.7977905273438	0.012987669557332993	8.956245521512149e-05
5	135	-5.250957489013672	0.0	0.0	18.492326736450195	-5.33287239074707	542.2713623046875	537.4005737304688	0.010892919264733791	8.40254377954742e-05
6	162	-5.383867263793945	0.0	0.0	17.962810516357422	-5.398162364959717	532.0989990234375	527.1746826171875	0.01127249002456665	7.757393382706014e-05
7	189	-5.6377177238464355	0.0	0.0	19.90340805053711	-5.488675594329834	516.0751953125	511.05670166015625	0.012764951214194298	7.038392352032199e-05
8	216	-5.648138046264648	0.0	0.0	21.646196365356445	-5.632380962371826	500.4906005859375	495.419189453125	0.010693121701478958	6.265153161346956e-05
9	243	-5.693726539611816	0.0	0.0	17.986427307128906	-5.743228435516357	490.16815185546875	485.01751708984375	0.008195122703909874	5.458767760088046e-05
10	270	-5.775256156921387	0.0	0.0	19.60580825805664	-5.814489364624023	479.7574462890625	474.5963134765625	0.021830372512340546	4.6412322399119556e-05
11	297	-5.84952449798584	0.0	0.0	23.203828811645508	-5.88516902923584	461.9616394042969	456.65216064453125	0.01206843089312315	3.8348468386530454e-05
12	324	-5.9134955406188965	0.0	0.0	22.633642196655273	-5.9337592124938965	454.3572692871094	448.9687194824219	0.018088750541210175	3.061607647967801e-05
13	351	-6.020196437835693	0.0	0.0	25.798254013061523	-5.965386390686035	451.23046875	445.8152770996094	0.014631148427724838	2.3426066172939858e-05
14	378	-5.989036560058594	0.0	0.0	19.518550872802734	-6.076030254364014	436.02105712890625	430.46746826171875	0.01885673776268959	1.6974562204525823e-05
15	405	-6.158044338226318	0.0	0.0	17.98151969909668	-6.1128058433532715	428.81939697265625	423.3228454589844	0.019712641835212708	1.143754478487852e-05
16	432	-6.095048427581787	0.0	0.0	18.658058166503906	-6.167317867279053	429.54754638671875	424.02734375	0.022434746846556664	6.966049315278794e-06
17	459	-6.172813415527344	0.0	0.0	22.610004425048828	-6.1769561767578125	422.7415466308594	417.1570739746094	0.021176815032958984	3.682046535818579e-06
18	486	-6.1181488037109375	0.0	0.0	21.261903762817383	-6.201262950897217	421.76971435546875	416.206787109375	0.022939598187804222	1.6751154815652448e-06
19	513	-6.105149745941162	0.0	0.0	19.703907012939453	-6.213952541351318	420.4486083984375	414.8607177734375	0.022573646157979965	1e-06
# Best epoch: 18
