# Run started: 2026-05-24 18:02:08.596559
# 
# STD_NS	NF_NS	TRAIN	GENER
9.094920000000000115e+00 0.000000000000000000e+00 5.092351039999999784e+02 1.381488599999999956e+01
8.905497999999999692e+00 1.626309610000000134e+02 5.022305380000000241e+02 3.905476530000000253e+02
8.907503999999999422e+00 1.622900109999999927e+02 5.110165729999999940e+02 1.559640945999999985e+03
8.928682999999999481e+00 1.638153299999999888e+02 5.125730819999999994e+02 2.984583262000000104e+03
8.926287000000000305e+00 1.632905969999999911e+02 5.099100799999999936e+02 3.460255236999999852e+03
8.924039000000000499e+00 1.636687440000000038e+02 5.141988579999999729e+02 3.567581555000000208e+03
8.940500999999999365e+00 1.632935500000000104e+02 5.109768030000000181e+02 4.644302297000000181e+03
8.941677999999999571e+00 1.656190239999999960e+02 5.123175210000000561e+02 3.510668932000000041e+03
8.917692000000000618e+00 1.659190810000000056e+02 5.108730239999999867e+02 3.072700085999999828e+03
8.915347000000000577e+00 1.656995520000000113e+02 5.093780229999999847e+02 2.013494809000000032e+03
8.933541999999999206e+00 1.661497490000000141e+02 5.094231019999999717e+02 2.056310833999999886e+03
9.070626999999999995e+00 1.673049499999999910e+02 5.087390350000000012e+02 1.392049396999999999e+03
9.131565999999999406e+00 1.671151619999999980e+02 5.071401809999999841e+02 1.178640476000000035e+03
9.008606000000000336e+00 1.659543700000000115e+02 5.067190659999999980e+02 1.013793563999999947e+03
9.028135999999999939e+00 1.663085660000000132e+02 5.069788260000000264e+02 7.844357619999999542e+02
8.942899000000000598e+00 1.649461019999999962e+02 5.084930989999999724e+02 6.314305269999999837e+02
8.934051000000000187e+00 1.655601729999999918e+02 5.076542590000000246e+02 5.649032789999999977e+02
9.120295000000000485e+00 1.650235729999999990e+02 5.086308779999999956e+02 5.192720749999999725e+02
9.009997999999999507e+00 1.651594069999999874e+02 5.076457070000000158e+02 5.183749840000000404e+02
8.994035000000000224e+00 1.656650209999999959e+02 5.080700630000000046e+02 5.197143869999999879e+02
8.992409000000000319e+00 1.645624929999999893e+02 5.068916050000000268e+02 4.376482080000000110e+02
# Run ended: 2026-05-25 07:40:38.868274
# Elapsed time: 13:38:30.271715
