# Run started: 2026-03-11 11:53:56.676874
# 
# STD_NS	NF_NS	TRAIN	GENER
9.727175000000000793e+00 0.000000000000000000e+00 9.966947169999999687e+02 3.194713999999999832e+00
9.229056999999999178e+00 6.112187399999999826e+01 9.978010550000000194e+02 2.219088599999999900e+01
8.867098000000000368e+00 2.472969200000000001e+01 1.018062215000000037e+03 6.129245800000000344e+01
8.900582999999999245e+00 2.476075600000000065e+01 1.019732778000000053e+03 1.024978499999999997e+02
8.899285000000000778e+00 2.497131800000000013e+01 1.014364238000000000e+03 1.765550240000000031e+02
8.923776999999999404e+00 2.490177800000000019e+01 1.018158482000000049e+03 2.578730919999999855e+02
8.908799999999999386e+00 2.480389800000000022e+01 1.016044889000000012e+03 3.591740310000000136e+02
8.895569999999999311e+00 2.479732999999999876e+01 1.019020731999999953e+03 4.843107370000000174e+02
8.934272999999999243e+00 2.473490200000000172e+01 1.023165767999999957e+03 6.404958779999999479e+02
8.959035999999999333e+00 2.492646200000000078e+01 1.027684236000000055e+03 6.045508019999999760e+02
8.955628000000000810e+00 2.488197399999999959e+01 1.021394694999999956e+03 6.103051570000000083e+02
8.897083999999999548e+00 2.519839999999999947e+01 1.021340312000000040e+03 7.273017760000000180e+02
8.951859000000000677e+00 2.496556400000000053e+01 1.021101679999999988e+03 8.789801029999999855e+02
8.938731999999999900e+00 2.498303800000000052e+01 1.024292359000000033e+03 9.065613959999999452e+02
8.917509000000000796e+00 2.525629700000000000e+01 1.025624677999999903e+03 9.074165850000000546e+02
8.933094999999999786e+00 2.518287199999999970e+01 1.025118543000000045e+03 7.995736289999999826e+02
8.976998999999999285e+00 2.594412499999999966e+01 1.025563319999999976e+03 1.019756992999999966e+03
8.966450999999999283e+00 2.506970499999999902e+01 1.022369678000000022e+03 9.067963730000000169e+02
8.922798000000000229e+00 2.702308599999999927e+01 1.024503206999999975e+03 7.047775410000000420e+02
8.945816000000000656e+00 2.491505300000000034e+01 1.023509877999999958e+03 7.698791909999999916e+02
8.990470000000000184e+00 2.500084999999999980e+01 1.044962637999999970e+03 5.204952459999999519e+02
9.037046000000000134e+00 2.507421700000000087e+01 1.041728458000000046e+03 4.751561590000000024e+02
9.083282999999999774e+00 2.502978200000000086e+01 1.044156158999999889e+03 5.213811980000000403e+02
9.105197000000000429e+00 2.497066399999999931e+01 1.043980843000000050e+03 3.727084199999999896e+02
9.123319000000000401e+00 2.492179700000000153e+01 1.043789107999999942e+03 3.559651410000000169e+02
9.106177000000000632e+00 2.525249099999999913e+01 1.043095166999999947e+03 2.284173930000000041e+02
9.108888000000000318e+00 2.495807699999999940e+01 1.040742506000000049e+03 1.973945569999999918e+02
9.106951000000000462e+00 2.491710700000000145e+01 1.042476462999999967e+03 1.559600719999999967e+02
8.976155999999999580e+00 2.488778399999999991e+01 1.035623066000000108e+03 1.375540399999999863e+02
8.897956000000000643e+00 2.562699100000000030e+01 1.021766390999999999e+03 1.344083060000000103e+02
8.895884999999999820e+00 2.583493899999999854e+01 1.022769241999999963e+03 1.153548150000000021e+02
8.954803999999999320e+00 2.494903199999999899e+01 1.022470854000000031e+03 1.322246379999999988e+02
8.939342999999999151e+00 2.542169000000000167e+01 1.021488729000000035e+03 1.206377630000000067e+02
8.941155000000000186e+00 2.473459100000000177e+01 1.023610322999999994e+03 1.100144290000000069e+02
8.870732000000000284e+00 2.478577100000000044e+01 1.022161224999999945e+03 1.057980309999999946e+02
8.915093000000000600e+00 2.468963899999999967e+01 1.023113146000000029e+03 9.841129899999999964e+01
8.931390000000000384e+00 2.472519099999999881e+01 1.022611033000000020e+03 9.520641200000000026e+01
8.914697000000000315e+00 2.462890499999999960e+01 1.021498751999999968e+03 9.314662099999999612e+01
8.902988999999999820e+00 2.470176400000000072e+01 1.022694397999999978e+03 9.626229800000000125e+01
8.903598999999999819e+00 2.468986999999999910e+01 1.022495752000000039e+03 1.089529880000000048e+02
8.932019000000000375e+00 2.477157400000000109e+01 1.020633884999999964e+03 9.309030799999999317e+01
8.927281000000000688e+00 2.481138299999999930e+01 1.022489268000000038e+03 9.100359899999999413e+01
8.907975000000000421e+00 2.467597100000000054e+01 1.021526519000000008e+03 9.734353600000000029e+01
8.906461999999999435e+00 2.472608200000000167e+01 1.022950404000000049e+03 8.687634199999999396e+01
8.898301999999999268e+00 2.467887500000000145e+01 1.023533775999999989e+03 1.057887659999999954e+02
# Run ended: 2026-03-12 05:32:30.376321
# Elapsed time: 17:38:33.699447
