# epoch	step	nll	ecut	ecut_viol	grad_norm	val_nll	val_ecut	val_ecut_viol	val_ress_zx	LR
1	27	-48.39221954345703	0.0	0.0	42.914188385009766	-48.347957611083984	173.92105102539062	125.9087142944336	0.2517808675765991	1.4720887892512898e-05
2	54	-48.2879638671875	0.0	0.0	93.09502410888672	-48.34710693359375	170.295654296875	122.125732421875	0.1725228726863861	2.851210519515696e-05
3	81	-48.292091369628906	0.0	0.0	112.3790054321289	-48.280426025390625	172.10223388671875	123.92768859863281	0.19779983162879944	5.028853872814779e-05
4	108	-47.95652389526367	0.0	0.0	110.38855743408203	-47.908203125	169.29466247558594	121.53115844726562	0.14768461883068085	7.833678680135194e-05
5	135	-47.56295394897461	0.0	0.0	157.81863403320312	-47.72184371948242	203.9211883544922	156.54324340820312	0.1444803923368454	0.0001104499721691862
6	162	-47.43492889404297	0.0	0.0	262.2378845214844	-47.666648864746094	195.74534606933594	148.56976318359375	0.10449735820293427	0.00014410138236510013
7	189	-47.286354064941406	0.0	0.0	254.59716796875	-47.286102294921875	196.9209442138672	149.67929077148438	0.08308477699756622	0.00017664327513976246
8	216	-46.14153289794922	0.0	0.0	228.10153198242188	-46.49137496948242	260.9959716796875	215.9154052734375	0.04296296834945679	0.0002055152066998506
9	243	-45.77006149291992	0.0	0.0	349.3692626953125	-46.03363800048828	299.1492919921875	255.26943969726562	0.0312933549284935	0.00022844549117643985
10	270	-46.071449279785156	0.0	0.0	192.8145294189453	-45.94171142578125	277.7481689453125	233.85519409179688	0.02587074600160122	0.00024362994019690677
11	297	-46.38042449951172	0.0	0.0	336.6993103027344	-46.920570373535156	269.91314697265625	224.99557495117188	0.0631105899810791	0.000249873819068998
12	324	-46.43404769897461	0.0	0.0	255.117919921875	-46.34873962402344	270.4690856933594	225.6870574951172	0.034396540373563766	0.0002490831148795666
13	351	-46.333580017089844	0.0	0.0	162.01036071777344	-46.42182540893555	269.4683837890625	225.5691375732422	0.033823411911726	0.0002456179920635089
14	378	-44.59967041015625	0.0	0.0	432.5733642578125	-45.20461654663086	315.13861083984375	270.8787536621094	0.014641733840107918	0.0002396906279377499
15	405	-46.79508590698242	0.0	0.0	167.29124450683594	-47.01716232299805	233.4439697265625	187.70150756835938	0.053262751549482346	0.00023150769222457458
16	432	-46.312713623046875	0.0	0.0	255.09503173828125	-46.4151611328125	251.26988220214844	205.700927734375	0.02108955755829811	0.00022135449978155481
17	459	-47.19318771362305	0.0	0.0	156.63160705566406	-47.37096405029297	233.4612274169922	187.61221313476562	0.06384836882352829	0.00020958506251313652
18	486	-46.89007568359375	0.0	0.0	215.36268615722656	-47.08454895019531	250.41275024414062	204.8536834716797	0.030763840302824974	0.0001966097460186159
19	513	-47.62415313720703	0.0	0.0	169.95050048828125	-47.39152145385742	216.5814666748047	169.45355224609375	0.09508538246154785	0.0001828809613528205
20	540	-47.649436950683594	0.0	0.0	157.9392547607422	-47.701629638671875	226.46359252929688	179.68502807617188	0.11121827363967896	0.00016887739078564148
21	567	-47.691802978515625	0.0	0.0	95.93427276611328	-47.642189025878906	213.76608276367188	166.9757843017578	0.056760333478450775	0.00015508729756170373
22	594	-47.81902313232422	0.0	0.0	111.66618347167969	-47.90586471557617	207.26193237304688	159.87013244628906	0.15797996520996094	0.00014199150159967716
23	621	-47.27167892456055	0.0	0.0	188.59986877441406	-47.40620040893555	221.39585876464844	174.34173583984375	0.08648179471492767	0.00013004661471843258
24	648	-46.45144271850586	0.0	0.0	887.6199340820312	-46.01671600341797	244.60916137695312	198.8081512451172	0.04409462958574295	0.00011966911992830905
25	675	-47.24053955078125	0.0	0.0	180.5175323486328	-47.441062927246094	237.3568572998047	190.84579467773438	0.08622005581855774	0.00011122084989569658
26	702	-47.6800537109375	0.0	0.0	106.30096435546875	-47.647911071777344	206.9003143310547	159.81605529785156	0.14836683869361877	0.00010499637090408714
27	729	-47.983001708984375	0.0	0.0	79.57471466064453	-47.92243194580078	211.13864135742188	164.12359619140625	0.1382666528224945	0.00010121271219569881
28	756	-47.80657958984375	0.0	0.0	151.843017578125	-47.96675109863281	190.38987731933594	142.79922485351562	0.12306354939937592	0.00010000179880126917
# Best epoch: 1
