# epoch	step	nll	ecut	ecut_viol	grad_norm	val_nll	val_ecut	val_ecut_viol	val_ress_zx	LR
1	27	-25.687541961669922	0.0	0.0	87.42152404785156	-25.884075164794922	244.86253356933594	220.9857177734375	0.027811367064714432	9.757729755661011e-05
2	54	-26.262737274169922	0.0	0.0	294.62713623046875	-25.735387802124023	214.1982421875	189.46389770507812	0.014675162732601166	9.05463412215599e-05
3	81	-26.571300506591797	0.0	0.0	57.82198715209961	-26.612882614135742	189.82827758789062	164.53237915039062	0.02674240991473198	7.959536998847742e-05
4	108	-26.69745445251465	0.0	0.0	243.9309539794922	-26.566625595092773	196.0316619873047	170.37750244140625	0.03614555299282074	6.57963412215599e-05
5	135	-26.868614196777344	0.0	0.0	72.36908721923828	-26.943389892578125	174.8550262451172	148.99688720703125	0.07192610949277878	5.05e-05
6	162	-26.910526275634766	0.0	0.0	372.699951171875	-26.535751342773438	175.57766723632812	149.61631774902344	0.0345032773911953	3.5203658778440106e-05
7	189	-27.180179595947266	0.0	0.0	87.51496124267578	-27.08807373046875	173.658447265625	147.68328857421875	0.04937157779932022	2.1404630011522586e-05
8	216	-26.969770431518555	0.0	0.0	86.90505981445312	-27.151840209960938	168.61724853515625	142.5100555419922	0.04020362347364426	1.0453658778440107e-05
9	243	-27.1980037689209	0.0	0.0	59.28797149658203	-27.26434898376465	166.57424926757812	140.31161499023438	0.05892478674650192	3.4227024433899e-06
10	270	-27.38888168334961	0.0	0.0	101.4138412475586	-27.324668884277344	162.55606079101562	136.27537536621094	0.061346739530563354	1e-06
# Best epoch: 5
